level,exp needed,exp required increase,,x = ,y = ,functoin for increased exp required per level,(level/x)^y,
608,28483,65.56356331,,0.4,1.40,,,
609,28548,65.60671144,,0.4,1.40,,,
610,28614,65.64981704,,0.4,1.40,,,
611,28680,65.69288024,,0.4,1.40,,,
612,28745,65.73590113,,0.4,1.40,,,
613,28811,65.77887983,,0.4,1.40,,,
614,28877,65.82181645,,0.4,1.40,,,
615,28943,65.8647111,,0.4,1.40,,,
616,29009,65.90756388,,0.4,1.40,,,
617,29075,65.95037491,,0.4,1.40,,,
618,29141,65.9931443,,0.4,1.40,,,
619,29207,66.03587215,,0.4,1.40,,,
620,29273,66.07855857,,0.4,1.40,,,
621,29339,66.12120367,,0.4,1.40,,,
622,29405,66.16380755,,0.4,1.40,,,
623,29471,66.20637032,,0.4,1.40,,,
624,29538,66.24889209,,0.4,1.40,,,
625,29604,66.29137296,,0.4,1.40,,,
626,29670,66.33381303,,0.4,1.40,,,
627,29737,66.37621241,,0.4,1.40,,,
628,29803,66.41857121,,0.4,1.40,,,
629,29869,66.46088952,,0.4,1.40,,,
630,29936,66.50316745,,0.4,1.40,,,
631,30002,66.54540511,,0.4,1.40,,,
632,30069,66.58760259,,0.4,1.40,,,
633,30136,66.62975999,,0.4,1.40,,,
634,30202,66.67187743,,0.4,1.40,,,
635,30269,66.71395499,,0.4,1.40,,,
636,30336,66.75599278,,0.4,1.40,,,
637,30403,66.7979909,,0.4,1.40,,,
638,30469,66.83994945,,0.4,1.40,,,
639,30536,66.88186853,,0.4,1.40,,,
640,30603,66.92374823,,0.4,1.40,,,
641,30670,66.96558866,,0.4,1.40,,,
642,30737,67.00738992,,0.4,1.40,,,
643,30804,67.04915209,,0.4,1.40,,,
644,30871,67.09087528,,0.4,1.40,,,
645,30939,67.13255959,,0.4,1.40,,,
646,31006,67.17420511,,0.4,1.40,,,
647,31073,67.21581194,,0.4,1.40,,,
648,31140,67.25738017,,0.4,1.40,,,
649,31207,67.2989099,,0.4,1.40,,,
650,31275,67.34040123,,0.4,1.40,,,
651,31342,67.38185424,,0.4,1.40,,,
652,31410,67.42326904,,0.4,1.40,,,
653,31477,67.46464571,,0.4,1.40,,,
654,31545,67.50598435,,0.4,1.40,,,
655,31612,67.54728506,,0.4,1.40,,,
656,31680,67.58854792,,0.4,1.40,,,
657,31747,67.62977303,,0.4,1.40,,,
658,31815,67.67096048,,0.4,1.40,,,
659,31883,67.71211036,,0.4,1.40,,,
660,31950,67.75322277,,0.4,1.40,,,
661,32018,67.79429778,,0.4,1.40,,,
662,32086,67.8353355,,0.4,1.40,,,
663,32154,67.87633602,,0.4,1.40,,,
664,32222,67.91729942,,0.4,1.40,,,
665,32290,67.9582258,,0.4,1.40,,,
666,32358,67.99911523,,0.4,1.40,,,
667,32426,68.03996782,,0.4,1.40,,,
668,32494,68.08078365,,0.4,1.40,,,
669,32562,68.12156281,,0.4,1.40,,,
670,32630,68.16230538,,0.4,1.40,,,
671,32698,68.20301145,,0.4,1.40,,,
672,32767,68.24368112,,0.4,1.40,,,
673,32835,68.28431446,,0.4,1.40,,,
674,32903,68.32491157,,0.4,1.40,,,
675,32972,68.36547252,,0.4,1.40,,,
676,33040,68.40599741,,0.4,1.40,,,
677,33109,68.44648633,,0.4,1.40,,,
678,33177,68.48693934,,0.4,1.40,,,
679,33246,68.52735655,,0.4,1.40,,,
680,33314,68.56773803,,0.4,1.40,,,
681,33383,68.60808387,,0.4,1.40,,,
682,33451,68.64839415,,0.4,1.40,,,
683,33520,68.68866896,,0.4,1.40,,,
684,33589,68.72890838,,0.4,1.40,,,
685,33658,68.76911249,,0.4,1.40,,,
686,33726,68.80928138,,0.4,1.40,,,
687,33795,68.84941512,,0.4,1.40,,,
688,33864,68.8895138,,0.4,1.40,,,
689,33933,68.9295775,,0.4,1.40,,,
690,34002,68.9696063,,0.4,1.40,,,
691,34071,69.00960028,,0.4,1.40,,,
692,34140,69.04955953,,0.4,1.40,,,
693,34209,69.08948411,,0.4,1.40,,,
694,34278,69.12937413,,0.4,1.40,,,
695,34347,69.16922964,,0.4,1.40,,,
696,34417,69.20905074,,0.4,1.40,,,
697,34486,69.2488375,,0.4,1.40,,,
698,34555,69.28859,,0.4,1.40,,,
699,34625,69.32830832,,0.4,1.40,,,
700,34694,69.36799253,,0.4,1.40,,,
701,34763,69.40764273,,0.4,1.40,,,
702,34833,69.44725897,,0.4,1.40,,,
703,34902,69.48684134,,0.4,1.40,,,
704,34972,69.52638993,,0.4,1.40,,,
705,35041,69.56590479,,0.4,1.40,,,
706,35111,69.60538602,,0.4,1.40,,,
707,35181,69.64483368,,0.4,1.40,,,
708,35250,69.68424786,,0.4,1.40,,,
709,35320,69.72362862,,0.4,1.40,,,
710,35390,69.76297605,,0.4,1.40,,,
711,35460,69.80229022,,0.4,1.40,,,
712,35529,69.84157121,,0.4,1.40,,,
713,35599,69.88081908,,0.4,1.40,,,
714,35669,69.92003391,,0.4,1.40,,,
715,35739,69.95921578,,0.4,1.40,,,
716,35809,69.99836477,,0.4,1.40,,,
717,35879,70.03748093,,0.4,1.40,,,
718,35949,70.07656436,,0.4,1.40,,,
719,36019,70.11561511,,0.4,1.40,,,
720,36090,70.15463327,,0.4,1.40,,,
721,36160,70.19361891,,0.4,1.40,,,
722,36230,70.23257209,,0.4,1.40,,,
723,36300,70.27149289,,0.4,1.40,,,
724,36371,70.31038139,,0.4,1.40,,,
725,36441,70.34923765,,0.4,1.40,,,
726,36511,70.38806174,,0.4,1.40,,,
727,36582,70.42685373,,0.4,1.40,,,
728,36652,70.46561371,,0.4,1.40,,,
729,36723,70.50434172,,0.4,1.40,,,
730,36793,70.54303786,,0.4,1.40,,,
731,36864,70.58170218,,0.4,1.40,,,
732,36934,70.62033476,,0.4,1.40,,,
733,37005,70.65893566,,0.4,1.40,,,
734,37076,70.69750496,,0.4,1.40,,,
735,37147,70.73604272,,0.4,1.40,,,
736,37217,70.77454901,,0.4,1.40,,,
737,37288,70.8130239,,0.4,1.40,,,
738,37359,70.85146746,,0.4,1.40,,,
739,37430,70.88987976,,0.4,1.40,,,
740,37501,70.92826086,,0.4,1.40,,,
741,37572,70.96661083,,0.4,1.40,,,
742,37643,71.00492975,,0.4,1.40,,,
743,37714,71.04321767,,0.4,1.40,,,
744,37785,71.08147466,,0.4,1.40,,,
745,37856,71.11970079,,0.4,1.40,,,
746,37927,71.15789612,,0.4,1.40,,,
747,37998,71.19606073,,0.4,1.40,,,
748,38070,71.23419468,,0.4,1.40,,,
749,38141,71.27229803,,0.4,1.40,,,
750,38212,71.31037084,,0.4,1.40,,,
751,38284,71.34841319,,0.4,1.40,,,
752,38355,71.38642514,,0.4,1.40,,,
753,38426,71.42440675,,0.4,1.40,,,
754,38498,71.46235809,,0.4,1.40,,,
755,38569,71.50027923,,0.4,1.40,,,
756,38641,71.53817021,,0.4,1.40,,,
757,38712,71.57603112,,0.4,1.40,,,
758,38784,71.61386201,,0.4,1.40,,,
759,38856,71.65166295,,0.4,1.40,,,
760,38927,71.689434,,0.4,1.40,,,
761,38999,71.72717522,,0.4,1.40,,,
762,39071,71.76488668,,0.4,1.40,,,
763,39143,71.80256843,,0.4,1.40,,,
764,39215,71.84022055,,0.4,1.40,,,
765,39286,71.87784308,,0.4,1.40,,,
766,39358,71.91543611,,0.4,1.40,,,
767,39430,71.95299967,,0.4,1.40,,,
768,39502,71.99053385,,0.4,1.40,,,
769,39574,72.02803869,,0.4,1.40,,,
770,39646,72.06551427,,0.4,1.40,,,
771,39718,72.10296063,,0.4,1.40,,,
772,39791,72.14037785,,0.4,1.40,,,
773,39863,72.17776598,,0.4,1.40,,,
774,39935,72.21512508,,0.4,1.40,,,
775,40007,72.25245521,,0.4,1.40,,,
776,40080,72.28975643,,0.4,1.40,,,
777,40152,72.3270288,,0.4,1.40,,,
778,40224,72.36427239,,0.4,1.40,,,
779,40297,72.40148725,,0.4,1.40,,,
780,40369,72.43867343,,0.4,1.40,,,
781,40442,72.475831,,0.4,1.40,,,
782,40514,72.51296002,,0.4,1.40,,,
783,40587,72.55006055,,0.4,1.40,,,
784,40659,72.58713263,,0.4,1.40,,,
785,40732,72.62417634,,0.4,1.40,,,
786,40804,72.66119173,,0.4,1.40,,,
787,40877,72.69817885,,0.4,1.40,,,
788,40950,72.73513777,,0.4,1.40,,,
789,41023,72.77206854,,0.4,1.40,,,
790,41095,72.80897122,,0.4,1.40,,,
791,41168,72.84584587,,0.4,1.40,,,
792,41241,72.88269253,,0.4,1.40,,,
793,41314,72.91951128,,0.4,1.40,,,
794,41387,72.95630216,,0.4,1.40,,,
795,41460,72.99306523,,0.4,1.40,,,
796,41533,73.02980055,,0.4,1.40,,,
797,41606,73.06650817,,0.4,1.40,,,
798,41679,73.10318815,,0.4,1.40,,,
799,41752,73.13984055,,0.4,1.40,,,
800,41826,73.17646541,,0.4,1.40,,,
801,41899,73.2130628,,0.4,1.40,,,
802,41972,73.24963277,,0.4,1.40,,,
803,42045,73.28617537,,0.4,1.40,,,
804,42119,73.32269066,,0.4,1.40,,,
805,42192,73.3591787,,0.4,1.40,,,
806,42265,73.39563953,,0.4,1.40,,,
807,42339,73.43207321,,0.4,1.40,,,
808,42412,73.4684798,,0.4,1.40,,,
809,42486,73.50485934,,0.4,1.40,,,
810,42559,73.5412119,,0.4,1.40,,,
811,42633,73.57753753,,0.4,1.40,,,
812,42707,73.61383627,,0.4,1.40,,,
813,42780,73.65010818,,0.4,1.40,,,
814,42854,73.68635332,,0.4,1.40,,,
815,42928,73.72257174,,0.4,1.40,,,
816,43001,73.75876348,,0.4,1.40,,,
817,43075,73.79492861,,0.4,1.40,,,
818,43149,73.83106717,,0.4,1.40,,,
819,43223,73.86717922,,0.4,1.40,,,
820,43297,73.9032648,,0.4,1.40,,,
821,43371,73.93932398,,0.4,1.40,,,
822,43445,73.97535679,,0.4,1.40,,,
823,43519,74.0113633,,0.4,1.40,,,
824,43593,74.04734355,,0.4,1.40,,,
825,43667,74.0832976,,0.4,1.40,,,
826,43741,74.11922549,,0.4,1.40,,,
827,43815,74.15512727,,0.4,1.40,,,
828,43889,74.19100301,,0.4,1.40,,,
829,43964,74.22685274,,0.4,1.40,,,
830,44038,74.26267651,,0.4,1.40,,,
831,44112,74.29847439,,0.4,1.40,,,
832,44186,74.33424641,,0.4,1.40,,,
833,44261,74.36999263,,0.4,1.40,,,
834,44335,74.40571309,,0.4,1.40,,,
835,44410,74.44140785,,0.4,1.40,,,
836,44484,74.47707695,,0.4,1.40,,,
837,44559,74.51272045,,0.4,1.40,,,
838,44633,74.54833839,,0.4,1.40,,,
839,44708,74.58393083,,0.4,1.40,,,
840,44782,74.6194978,,0.4,1.40,,,
841,44857,74.65503936,,0.4,1.40,,,
842,44932,74.69055556,,0.4,1.40,,,
843,45006,74.72604645,,0.4,1.40,,,
844,45081,74.76151207,,0.4,1.40,,,
845,45156,74.79695247,,0.4,1.40,,,
846,45231,74.8323677,,0.4,1.40,,,
847,45306,74.8677578,,0.4,1.40,,,
848,45381,74.90312283,,0.4,1.40,,,
849,45456,74.93846284,,0.4,1.40,,,
850,45531,74.97377786,,0.4,1.40,,,
851,45606,75.00906794,,0.4,1.40,,,
852,45681,75.04433314,,0.4,1.40,,,
853,45756,75.0795735,,0.4,1.40,,,
854,45831,75.11478907,,0.4,1.40,,,
855,45906,75.14997989,,0.4,1.40,,,
856,45981,75.185146,,0.4,1.40,,,
857,46056,75.22028747,,0.4,1.40,,,
858,46132,75.25540432,,0.4,1.40,,,
859,46207,75.29049661,,0.4,1.40,,,
860,46282,75.32556438,,0.4,1.40,,,
861,46358,75.36060769,,0.4,1.40,,,
862,46433,75.39562656,,0.4,1.40,,,
863,46508,75.43062106,,0.4,1.40,,,
864,46584,75.46559121,,0.4,1.40,,,
865,46659,75.50053708,,0.4,1.40,,,
866,46735,75.53545871,,0.4,1.40,,,
867,46810,75.57035613,,0.4,1.40,,,
868,46886,75.6052294,,0.4,1.40,,,
869,46962,75.64007855,,0.4,1.40,,,
870,47037,75.67490364,,0.4,1.40,,,
871,47113,75.7097047,,0.4,1.40,,,
872,47189,75.74448179,,0.4,1.40,,,
873,47265,75.77923494,,0.4,1.40,,,
874,47340,75.8139642,,0.4,1.40,,,
875,47416,75.84866961,,0.4,1.40,,,
876,47492,75.88335122,,0.4,1.40,,,
877,47568,75.91800908,,0.4,1.40,,,
878,47644,75.95264321,,0.4,1.40,,,
879,47720,75.98725367,,0.4,1.40,,,
880,47796,76.0218405,,0.4,1.40,,,
881,47872,76.05640374,,0.4,1.40,,,
882,47948,76.09094344,,0.4,1.40,,,
883,48024,76.12545964,,0.4,1.40,,,
884,48100,76.15995237,,0.4,1.40,,,
885,48177,76.19442169,,0.4,1.40,,,
886,48253,76.22886764,,0.4,1.40,,,
887,48329,76.26329026,,0.4,1.40,,,
888,48405,76.29768958,,0.4,1.40,,,
889,48482,76.33206566,,0.4,1.40,,,
890,48558,76.36641853,,0.4,1.40,,,
891,48635,76.40074823,,0.4,1.40,,,
892,48711,76.43505481,,0.4,1.40,,,
893,48787,76.46933832,,0.4,1.40,,,
894,48864,76.50359878,,0.4,1.40,,,
895,48940,76.53783624,,0.4,1.40,,,
896,49017,76.57205074,,0.4,1.40,,,
897,49094,76.60624233,,0.4,1.40,,,
898,49170,76.64041105,,0.4,1.40,,,
899,49247,76.67455692,,0.4,1.40,,,
900,49324,76.70868001,,0.4,1.40,,,
901,49400,76.74278034,,0.4,1.40,,,
902,49477,76.77685795,,0.4,1.40,,,
903,49554,76.8109129,,0.4,1.40,,,
904,49631,76.84494521,,0.4,1.40,,,
905,49708,76.87895492,,0.4,1.40,,,
906,49785,76.91294209,,0.4,1.40,,,
907,49862,76.94690674,,0.4,1.40,,,
908,49939,76.98084892,,0.4,1.40,,,
909,50016,77.01476866,,0.4,1.40,,,
910,50093,77.04866601,,0.4,1.40,,,
911,50170,77.08254101,,0.4,1.40,,,
912,50247,77.11639369,,0.4,1.40,,,
913,50324,77.15022409,,0.4,1.40,,,
914,50401,77.18403226,,0.4,1.40,,,
915,50478,77.21781822,,0.4,1.40,,,
916,50556,77.25158203,,0.4,1.40,,,
917,50633,77.28532372,,0.4,1.40,,,
918,50710,77.31904333,,0.4,1.40,,,
919,50788,77.35274089,,0.4,1.40,,,
920,50865,77.38641644,,0.4,1.40,,,
921,50942,77.42007003,,0.4,1.40,,,
922,51020,77.45370169,,0.4,1.40,,,
923,51097,77.48731146,,0.4,1.40,,,
924,51175,77.52089938,,0.4,1.40,,,
925,51252,77.55446548,,0.4,1.40,,,
926,51330,77.5880098,,0.4,1.40,,,
927,51408,77.62153238,,0.4,1.40,,,
928,51485,77.65503327,,0.4,1.40,,,
929,51563,77.68851248,,0.4,1.40,,,
930,51641,77.72197007,,0.4,1.40,,,
931,51718,77.75540607,,0.4,1.40,,,
932,51796,77.78882052,,0.4,1.40,,,
933,51874,77.82221345,,0.4,1.40,,,
934,51952,77.8555849,,0.4,1.40,,,
935,52030,77.88893491,,0.4,1.40,,,
936,52108,77.92226351,,0.4,1.40,,,
937,52186,77.95557075,,0.4,1.40,,,
938,52264,77.98885665,,0.4,1.40,,,
939,52342,78.02212125,,0.4,1.40,,,
940,52420,78.0553646,,0.4,1.40,,,
941,52498,78.08858672,,0.4,1.40,,,
942,52576,78.12178766,,0.4,1.40,,,
943,52654,78.15496744,,0.4,1.40,,,
944,52732,78.18812611,,0.4,1.40,,,
945,52811,78.22126369,,0.4,1.40,,,
946,52889,78.25438024,,0.4,1.40,,,
947,52967,78.28747577,,0.4,1.40,,,
948,53045,78.32055033,,0.4,1.40,,,
949,53124,78.35360395,,0.4,1.40,,,
950,53202,78.38663668,,0.4,1.40,,,
951,53281,78.41964853,,0.4,1.40,,,
952,53359,78.45263955,,0.4,1.40,,,
953,53437,78.48560978,,0.4,1.40,,,
954,53516,78.51855924,,0.4,1.40,,,
955,53595,78.55148797,,0.4,1.40,,,
956,53673,78.58439602,,0.4,1.40,,,
957,53752,78.6172834,,0.4,1.40,,,
958,53830,78.65015016,,0.4,1.40,,,
959,53909,78.68299634,,0.4,1.40,,,
960,53988,78.71582195,,0.4,1.40,,,
961,54067,78.74862705,,0.4,1.40,,,
962,54145,78.78141166,,0.4,1.40,,,
963,54224,78.81417582,,0.4,1.40,,,
964,54303,78.84691956,,0.4,1.40,,,
965,54382,78.87964292,,0.4,1.40,,,
966,54461,78.91234593,,0.4,1.40,,,
967,54540,78.94502862,,0.4,1.40,,,
968,54619,78.97769103,,0.4,1.40,,,
969,54698,79.01033319,,0.4,1.40,,,
970,54777,79.04295513,,0.4,1.40,,,
971,54856,79.07555689,,0.4,1.40,,,
972,54935,79.1081385,,0.4,1.40,,,
973,55014,79.14069999,,0.4,1.40,,,
974,55093,79.1732414,,0.4,1.40,,,
975,55172,79.20576276,,0.4,1.40,,,
976,55252,79.2382641,,0.4,1.40,,,
977,55331,79.27074546,,0.4,1.40,,,
978,55410,79.30320687,,0.4,1.40,,,
979,55490,79.33564836,,0.4,1.40,,,
980,55569,79.36806996,,0.4,1.40,,,
981,55648,79.4004717,,0.4,1.40,,,
982,55728,79.43285363,,0.4,1.40,,,
983,55807,79.46521577,,0.4,1.40,,,
984,55887,79.49755815,,0.4,1.40,,,
985,55966,79.5298808,,0.4,1.40,,,
986,56046,79.56218376,,0.4,1.40,,,
987,56125,79.59446706,,0.4,1.40,,,
988,56205,79.62673073,,0.4,1.40,,,
989,56285,79.65897481,,0.4,1.40,,,
990,56364,79.69119931,,0.4,1.40,,,
991,56444,79.72340429,,0.4,1.40,,,
992,56524,79.75558976,,0.4,1.40,,,
993,56604,79.78775576,,0.4,1.40,,,
994,56684,79.81990232,,0.4,1.40,,,
995,56763,79.85202948,,0.4,1.40,,,
996,56843,79.88413725,,0.4,1.40,,,
997,56923,79.91622568,,0.4,1.40,,,
998,57003,79.9482948,,0.4,1.40,,,
999,57083,79.98034463,,0.4,1.40,,,
1000,57163,80.01237521,,0.4,1.40,,,
